"total_revenue","day","month","time","con_time","category","price","mean_temp","seemean","precipitation","cold_sc","flu_sc","pneumonia_sc","coronavirus_sc","sell_sequence","rank_seq_mean","rank_brand","brand","code_name"
22849000,"4"," 8","14",0.611,"9",34.8,27.3,0.1714,1.02,0.084,0.031,0.127,0.006,3,6,469,"100731","202141"
9241000,"5"," 8","14",0.583,"6",443,24.4,0.0429,48.465,0.075,0.022,0.1,0.004,1,1,491,"100156","200483"
35267000,"5"," 8","14",0.597,"6",443,24.4,0.4381,48.465,0.075,0.022,0.1,0.004,2,3,491,"100156","200483"
49049000,"5"," 8","14",0.611,"6",443,24.4,1.3048,48.465,0.075,0.022,0.1,0.004,3,6,491,"100156","200483"
3048000,"5"," 8","14",0.583,"6",434,24.4,0.0429,48.465,0.075,0.022,0.1,0.004,1,1,491,"100156","200550"
13541000,"5"," 8","14",0.597,"6",434,24.4,0.4381,48.465,0.075,0.022,0.1,0.004,2,3,491,"100156","200550"
23969000,"5"," 8","14",0.611,"6",434,24.4,1.3048,48.465,0.075,0.022,0.1,0.004,3,6,491,"100156","200550"
6623000,"6"," 8","14",0.583,"3",50.9,25.1,0.5476,3.145,0.087,0.025,0.133,0.004,1,1,475,"100087","200233"
20035000,"6"," 8","14",0.597,"3",50.9,25.1,0.9619,3.145,0.087,0.025,0.133,0.004,2,3,475,"100087","200233"
16972000,"6"," 8","14",0.611,"3",50.9,25.1,2.0905,3.145,0.087,0.025,0.133,0.004,3,6,475,"100087","200233"
6948000,"6"," 8","14",0.583,"3",30.9,25.1,0.5476,3.145,0.087,0.025,0.133,0.004,1,1,475,"100087","200234"
20001000,"6"," 8","14",0.597,"3",30.9,25.1,0.9619,3.145,0.087,0.025,0.133,0.004,2,3,475,"100087","200234"
16106000,"6"," 8","14",0.611,"3",30.9,25.1,2.0905,3.145,0.087,0.025,0.133,0.004,3,6,475,"100087","200234"
19695000,"7"," 8","14",0.583,"3",59.8,25.1,0.1524,4.092,0.07,0.022,0.106,0.003,1,1,460,"100475","201446"
43251000,"7"," 8","14",0.597,"3",59.8,25.1,1.5048,4.092,0.07,0.022,0.106,0.003,2,3,460,"100475","201446"
73601000,"7"," 8","14",0.611,"3",59.8,25.1,2.7857,4.092,0.07,0.022,0.106,0.003,3,6,460,"100475","201446"
29363000,"1"," 8","14",0.583,"9",29,23.9,1.8619,0,0.073,0.024,0.094,0.004,1,1,407,"100019","200029"
48034000,"1"," 8","14",0.597,"9",29,23.9,0.5143,0,0.073,0.024,0.094,0.004,2,3,407,"100019","200029"
58764000,"1"," 8","14",0.611,"9",29,23.9,0.4952,0,0.073,0.024,0.094,0.004,3,6,407,"100019","200029"
41970000,"2"," 8","14",0.583,"2",59.9,24,1.1742,0,0.083,0.036,0.157,0.006,1,1,468,"100305","200984"
65355000,"2"," 8","14",0.604,"2",59.9,24,0.2968,0,0.083,0.036,0.157,0.006,2,3,468,"100305","200984"
12277000,"3"," 8","14",0.583,"2",49.9,24.9,0.619,0.4,0.083,0.038,0.199,0.008,1,1,386,"100776","202268"
23984000,"3"," 8","14",0.597,"2",49.9,24.9,0.0476,0.4,0.083,0.038,0.199,0.008,2,3,386,"100776","202268"
29703000,"3"," 8","14",0.611,"2",49.9,24.9,0.1238,0.4,0.083,0.038,0.199,0.008,3,6,386,"100776","202268"
3529000,"3"," 8","14",0.583,"2",49.9,24.9,0.619,0.4,0.083,0.038,0.199,0.008,1,1,386,"100776","202272"
5870000,"3"," 8","14",0.597,"2",49.9,24.9,0.0476,0.4,0.083,0.038,0.199,0.008,2,3,386,"100776","202272"
8448000,"3"," 8","14",0.611,"2",49.9,24.9,0.1238,0.4,0.083,0.038,0.199,0.008,3,6,386,"100776","202272"
4583000,"4"," 8","14",0.583,"3",129,24.8,0.001,0.453,0.084,0.032,0.145,0.007,1,1,481,"100097","200265"
12526000,"4"," 8","14",0.597,"3",129,24.8,0.081,0.453,0.084,0.032,0.145,0.007,2,3,481,"100097","200265"
23218000,"4"," 8","14",0.611,"3",129,24.8,0.4476,0.453,0.084,0.032,0.145,0.007,3,6,481,"100097","200265"
11083000,"4"," 8","14",0.583,"3",119,24.8,0.001,0.453,0.084,0.032,0.145,0.007,1,1,481,"100097","200269"
24465000,"4"," 8","14",0.597,"3",119,24.8,0.081,0.453,0.084,0.032,0.145,0.007,2,3,481,"100097","200269"
42255000,"4"," 8","14",0.611,"3",119,24.8,0.4476,0.453,0.084,0.032,0.145,0.007,3,6,481,"100097","200269"
899000,"5"," 8","14",0.583,"9",299,25,2.319,1.2,0.082,0.037,0.137,0.013,1,1,406,"100845","202492"
10403000,"5"," 8","14",0.597,"9",299,25,0.001,1.2,0.082,0.037,0.137,0.013,2,3,406,"100845","202492"
10246000,"5"," 8","14",0.611,"9",299,25,0.5952,1.2,0.082,0.037,0.137,0.013,3,6,406,"100845","202492"
1177000,"5"," 8","14",0.583,"9",179,25,2.319,1.2,0.082,0.037,0.137,0.013,1,1,406,"100845","202493"
6070000,"5"," 8","14",0.597,"9",179,25,0.001,1.2,0.082,0.037,0.137,0.013,2,3,406,"100845","202493"
6690000,"5"," 8","14",0.611,"9",179,25,0.5952,1.2,0.082,0.037,0.137,0.013,3,6,406,"100845","202493"
1054000,"5"," 8","14",0.583,"9",159,25,2.319,1.2,0.082,0.037,0.137,0.013,1,1,406,"100845","202494"
50000,"5"," 8","14",0.597,"9",159,25,0.001,1.2,0.082,0.037,0.137,0.013,2,3,406,"100845","202494"
2048000,"5"," 8","14",0.611,"9",159,25,0.5952,1.2,0.082,0.037,0.137,0.013,3,6,406,"100845","202494"
50000,"5"," 8","14",0.583,"9",149,25,2.319,1.2,0.082,0.037,0.137,0.013,1,1,406,"100845","202501"
6139000,"5"," 8","14",0.597,"9",149,25,0.001,1.2,0.082,0.037,0.137,0.013,2,3,406,"100845","202501"
9296000,"5"," 8","14",0.611,"9",149,25,0.5952,1.2,0.082,0.037,0.137,0.013,3,6,406,"100845","202501"
1925000,"5"," 8","14",0.583,"9",199,25,2.319,1.2,0.082,0.037,0.137,0.013,1,1,406,"100845","202504"
6165000,"5"," 8","14",0.597,"9",199,25,0.001,1.2,0.082,0.037,0.137,0.013,2,3,406,"100845","202504"
7477000,"5"," 8","14",0.611,"9",199,25,0.5952,1.2,0.082,0.037,0.137,0.013,3,6,406,"100845","202504"
7544000,"5"," 8","14",0.583,"9",99,25,2.319,1.2,0.082,0.037,0.137,0.013,1,1,406,"100846","202500"
13800000,"5"," 8","14",0.597,"9",99,25,0.001,1.2,0.082,0.037,0.137,0.013,2,3,406,"100846","202500"
16102000,"5"," 8","14",0.611,"9",99,25,0.5952,1.2,0.082,0.037,0.137,0.013,3,6,406,"100846","202500"
56169000,"6"," 8","14",0.583,"9",299,24.3,0.1484,0,0.075,0.031,0.139,0.008,1,1,336,"100033","200049"
84200000,"6"," 8","14",0.604,"9",299,24.3,0.3,0,0.075,0.031,0.139,0.008,2,3,336,"100033","200049"
36805000,"7"," 8","14",0.583,"4",40.9,22.3,0.1905,0.125,0.071,0.024,0.11,0.004,1,1,448,"100166","200577"
55888000,"7"," 8","14",0.597,"4",40.9,22.3,0.0762,0.125,0.071,0.024,0.11,0.004,2,3,448,"100166","200577"
74387000,"7"," 8","14",0.611,"4",40.9,22.3,0.1143,0.125,0.071,0.024,0.11,0.004,3,6,448,"100166","200577"
8392000,"1"," 8","14",0.583,"3",129,22.8,1.0857,9.66,0.075,0.032,0.112,0.007,1,1,481,"100097","200265"
25640000,"1"," 8","14",0.597,"3",129,22.8,1.3286,9.66,0.075,0.032,0.112,0.007,2,3,481,"100097","200265"
32102000,"1"," 8","14",0.611,"3",129,22.8,0.8333,9.66,0.075,0.032,0.112,0.007,3,6,481,"100097","200265"
18133000,"1"," 8","14",0.583,"3",119,22.8,1.0857,9.66,0.075,0.032,0.112,0.007,1,1,481,"100097","200269"
32413000,"1"," 8","14",0.597,"3",119,22.8,1.3286,9.66,0.075,0.032,0.112,0.007,2,3,481,"100097","200269"
60451000,"1"," 8","14",0.611,"3",119,22.8,0.8333,9.66,0.075,0.032,0.112,0.007,3,6,481,"100097","200269"
15594000,"2"," 8","14",0.583,"4",49.9,23.8,1.7762,0,0.092,0.045,0.171,0.007,1,1,395,"100644","201964"
41202000,"2"," 8","14",0.597,"4",49.9,23.8,0.181,0,0.092,0.045,0.171,0.007,2,3,395,"100644","201964"
34250000,"2"," 8","14",0.611,"4",49.9,23.8,0.001,0,0.092,0.045,0.171,0.007,3,6,395,"100644","201964"
22801000,"3"," 8","14",0.583,"5",39.8,23,0.001,5.235,0.096,0.045,0.156,0.007,1,1,487,"100074","200201"
37151000,"3"," 8","14",0.597,"5",39.8,23,0.1429,5.235,0.096,0.045,0.156,0.007,2,3,487,"100074","200201"
39255000,"3"," 8","14",0.611,"5",39.8,23,0.001,5.235,0.096,0.045,0.156,0.007,3,6,487,"100074","200201"
22421000,"4"," 8","14",0.583,"4",33.9,24,0.2381,0.218,0.101,0.047,0.146,0.008,1,1,206,"100165","200575"
29306000,"4"," 8","14",0.597,"4",33.9,24,0.0476,0.218,0.101,0.047,0.146,0.008,2,3,206,"100165","200575"
44143000,"4"," 8","14",0.611,"4",33.9,24,0.1905,0.218,0.101,0.047,0.146,0.008,3,6,206,"100165","200575"
5600000,"5"," 8","14",0.583,"3",129,22.5,0.001,10.053,0.095,0.045,0.15,0.006,1,1,481,"100097","200265"
11241000,"5"," 8","14",0.597,"3",129,22.5,0.5905,10.053,0.095,0.045,0.15,0.006,2,3,481,"100097","200265"
24011000,"5"," 8","14",0.611,"3",129,22.5,0.001,10.053,0.095,0.045,0.15,0.006,3,6,481,"100097","200265"
10638000,"5"," 8","14",0.583,"3",119,22.5,0.001,10.053,0.095,0.045,0.15,0.006,1,1,481,"100097","200269"
25385000,"5"," 8","14",0.597,"3",119,22.5,0.5905,10.053,0.095,0.045,0.15,0.006,2,3,481,"100097","200269"
42821000,"5"," 8","14",0.611,"3",119,22.5,0.001,10.053,0.095,0.045,0.15,0.006,3,6,481,"100097","200269"
12568000,"6"," 8","14",0.583,"8",198,22.4,1.3667,0.189,0.086,0.044,0.144,0.007,1,1,208,"100622","201924"
23740000,"6"," 8","14",0.597,"8",198,22.4,4.5667,0.189,0.086,0.044,0.144,0.007,2,3,208,"100622","201924"
33877000,"6"," 8","14",0.611,"8",198,22.4,2.6714,0.189,0.086,0.044,0.144,0.007,3,6,208,"100622","201924"
8694000,"7"," 8","14",0.583,"2",39.9,22.1,0.2727,0,0.088,0.034,0.132,0.006,1,1,470,"100281","200909"
15820000,"7"," 8","14",0.59,"2",39.9,22.1,2.4364,0,0.088,0.034,0.132,0.006,2,3,470,"100281","200909"
16441000,"7"," 8","14",0.597,"2",39.9,22.1,0.2091,0,0.088,0.034,0.132,0.006,3,6,470,"100281","200909"
18119000,"7"," 8","14",0.604,"2",39.9,22.1,0.001,0,0.088,0.034,0.132,0.006,4,4,470,"100281","200909"
15262000,"7"," 8","14",0.611,"2",39.9,22.1,1.3636,0,0.088,0.034,0.132,0.006,5,2,470,"100281","200909"
23945000,"7"," 8","14",0.618,"2",39.9,22.1,0.1091,0,0.088,0.034,0.132,0.006,6,5,470,"100281","200909"
46647000,"1"," 9","14",0.583,"4",59.9,22,0.7952,0,0.09,0.039,0.115,0.004,1,1,205,"100318","201005"
79167000,"1"," 9","14",0.597,"4",59.9,22,0.8524,0,0.09,0.039,0.115,0.004,2,3,205,"100318","201005"
98929000,"1"," 9","14",0.611,"4",59.9,22,0.4476,0,0.09,0.039,0.115,0.004,3,6,205,"100318","201005"
33205000,"2"," 9","14",0.583,"9",299,22.4,0.0935,0.24,0.104,0.063,0.178,0.007,1,1,336,"100033","200049"
82299000,"2"," 9","14",0.604,"9",299,22.4,0.4903,0.24,0.104,0.063,0.178,0.007,2,3,336,"100033","200049"
40465000,"3"," 9","14",0.583,"4",59.9,21.6,2.1238,8.874,0.226,0.058,0.159,0.008,1,1,430,"100832","202444"
49341000,"3"," 9","14",0.597,"4",59.9,21.6,1.1,8.874,0.226,0.058,0.159,0.008,2,3,430,"100832","202444"
76537000,"3"," 9","14",0.611,"4",59.9,21.6,3.2048,8.874,0.226,0.058,0.159,0.008,3,6,430,"100832","202444"
3148000,"4"," 9","14",0.583,"1",49,22,0.001,24.47,0.11,0.056,0.153,0.006,1,1,233,"100181","200611"
10245000,"4"," 9","14",0.59,"1",49,22,0.7909,24.47,0.11,0.056,0.153,0.006,2,3,233,"100181","200611"
10364000,"4"," 9","14",0.597,"1",49,22,1.7182,24.47,0.11,0.056,0.153,0.006,3,6,233,"100181","200611"
14658000,"4"," 9","14",0.604,"1",49,22,0.001,24.47,0.11,0.056,0.153,0.006,4,4,233,"100181","200611"
10713000,"4"," 9","14",0.611,"1",49,22,0.0545,24.47,0.11,0.056,0.153,0.006,5,2,233,"100181","200611"
17393000,"4"," 9","14",0.618,"1",49,22,2.7364,24.47,0.11,0.056,0.153,0.006,6,5,233,"100181","200611"
9435000,"5"," 9","14",0.583,"3",110,23,5.4333,37.716,0.105,0.058,0.163,0.007,1,1,420,"100517","201582"
24850000,"5"," 9","14",0.597,"3",110,23,5.0857,37.716,0.105,0.058,0.163,0.007,2,3,420,"100517","201582"
31919000,"5"," 9","14",0.611,"3",110,23,1.1714,37.716,0.105,0.058,0.163,0.007,3,6,420,"100517","201582"
5124000,"5"," 9","14",0.583,"3",119,23,5.4333,37.716,0.105,0.058,0.163,0.007,1,1,420,"100517","201584"
9299000,"5"," 9","14",0.597,"3",119,23,5.0857,37.716,0.105,0.058,0.163,0.007,2,3,420,"100517","201584"
12658000,"5"," 9","14",0.611,"3",119,23,1.1714,37.716,0.105,0.058,0.163,0.007,3,6,420,"100517","201584"
28310000,"6"," 9","14",0.583,"4",32.9,24.1,0.2381,3.817,0.095,0.053,0.151,0.006,1,1,401,"100844","202489"
32489000,"6"," 9","14",0.597,"4",32.9,24.1,0.2,3.817,0.095,0.053,0.151,0.006,2,3,401,"100844","202489"
43238000,"6"," 9","14",0.611,"4",32.9,24.1,0.219,3.817,0.095,0.053,0.151,0.006,3,6,401,"100844","202489"
9720000,"7"," 9","14",0.583,"2",39.9,25.5,2.8,6.879,0.103,0.041,0.124,0.004,1,1,470,"100281","201009"
24977000,"7"," 9","14",0.59,"2",39.9,25.5,0.5545,6.879,0.103,0.041,0.124,0.004,2,3,470,"100281","201009"
28037000,"7"," 9","14",0.597,"2",39.9,25.5,0.001,6.879,0.103,0.041,0.124,0.004,3,6,470,"100281","201009"
32686000,"7"," 9","14",0.604,"2",39.9,25.5,0.001,6.879,0.103,0.041,0.124,0.004,4,4,470,"100281","201009"
39480000,"7"," 9","14",0.611,"2",39.9,25.5,0.001,6.879,0.103,0.041,0.124,0.004,5,2,470,"100281","201009"
52147000,"7"," 9","14",0.618,"2",39.9,25.5,0.001,6.879,0.103,0.041,0.124,0.004,6,5,470,"100281","201009"
6174000,"1"," 9","14",0.583,"3",129,24.4,1.7048,0.2,0.094,0.049,0.115,0.006,1,1,481,"100097","200265"
21847000,"1"," 9","14",0.597,"3",129,24.4,1.9333,0.2,0.094,0.049,0.115,0.006,2,3,481,"100097","200265"
20616000,"1"," 9","14",0.611,"3",129,24.4,0.1238,0.2,0.094,0.049,0.115,0.006,3,6,481,"100097","200265"
17280000,"1"," 9","14",0.583,"3",119,24.4,1.7048,0.2,0.094,0.049,0.115,0.006,1,1,481,"100097","200269"
31852000,"1"," 9","14",0.597,"3",119,24.4,1.9333,0.2,0.094,0.049,0.115,0.006,2,3,481,"100097","200269"
49880000,"1"," 9","14",0.611,"3",119,24.4,0.1238,0.2,0.094,0.049,0.115,0.006,3,6,481,"100097","200269"
22954000,"2"," 9","14",0.583,"4",50.9,24,1.581,2.016,0.121,0.08,0.192,0.006,1,1,402,"100199","200671"
33920000,"2"," 9","14",0.597,"4",50.9,24,1.1,2.016,0.121,0.08,0.192,0.006,2,3,402,"100199","200671"
40810000,"2"," 9","14",0.611,"4",50.9,24,1.2952,2.016,0.121,0.08,0.192,0.006,3,6,402,"100199","200671"
16591000,"3"," 9","14",0.583,"3",109.8,23,0.2095,44.272,0.108,0.068,0.175,0.005,1,1,484,"100255","200868"
40222000,"3"," 9","14",0.597,"3",109.8,23,1.4714,44.272,0.108,0.068,0.175,0.005,2,3,484,"100255","200868"
47420000,"3"," 9","14",0.611,"3",109.8,23,1.2476,44.272,0.108,0.068,0.175,0.005,3,6,484,"100255","200868"
5350000,"4"," 9","14",0.583,"9",49.8,21.8,1.7429,21.026,0.104,0.063,0.165,0.006,1,1,469,"100731","202134"
9434000,"4"," 9","14",0.597,"9",49.8,21.8,1.3714,21.026,0.104,0.063,0.165,0.006,2,3,469,"100731","202134"
13296000,"4"," 9","14",0.611,"9",49.8,21.8,1.7143,21.026,0.104,0.063,0.165,0.006,3,6,469,"100731","202134"
4370000,"4"," 9","14",0.583,"9",49.8,21.8,1.7429,21.026,0.104,0.063,0.165,0.006,1,1,469,"100731","202144"
5858000,"4"," 9","14",0.597,"9",49.8,21.8,1.3714,21.026,0.104,0.063,0.165,0.006,2,3,469,"100731","202144"
8474000,"4"," 9","14",0.611,"9",49.8,21.8,1.7143,21.026,0.104,0.063,0.165,0.006,3,6,469,"100731","202144"
13023000,"5"," 9","14",0.583,"9",39.9,19.9,2.3857,3.289,0.104,0.044,0.117,0.005,1,1,221,"100385","201254"
27615000,"5"," 9","14",0.597,"9",39.9,19.9,0.6524,3.289,0.104,0.044,0.117,0.005,2,3,221,"100385","201254"
41235000,"5"," 9","14",0.611,"9",39.9,19.9,0.8238,3.289,0.104,0.044,0.117,0.005,3,6,221,"100385","201254"
4644000,"6"," 9","14",0.583,"6",443,20.8,1.1,0.117,0.105,0.042,0.107,0.003,1,1,491,"100156","200483"
15365000,"6"," 9","14",0.597,"6",443,20.8,0.681,0.117,0.105,0.042,0.107,0.003,2,3,491,"100156","200483"
44371000,"6"," 9","14",0.611,"6",443,20.8,0.2571,0.117,0.105,0.042,0.107,0.003,3,6,491,"100156","200483"
4550000,"6"," 9","14",0.583,"6",434,20.8,1.1,0.117,0.105,0.042,0.107,0.003,1,1,491,"100156","200550"
18051000,"6"," 9","14",0.597,"6",434,20.8,0.681,0.117,0.105,0.042,0.107,0.003,2,3,491,"100156","200550"
18051000,"6"," 9","14",0.611,"6",434,20.8,0.2571,0.117,0.105,0.042,0.107,0.003,3,6,491,"100156","200550"
7479000,"7"," 9","14",0.583,"1",59,21.3,0.081,0.977,0.11,0.059,0.123,0.004,1,1,316,"100406","201292"
22448000,"7"," 9","14",0.597,"1",59,21.3,0.4429,0.977,0.11,0.059,0.123,0.004,2,3,316,"100406","201292"
44576000,"7"," 9","14",0.611,"1",59,21.3,0.4905,0.977,0.11,0.059,0.123,0.004,3,6,316,"100406","201292"
14152000,"7"," 9","14",0.583,"1",59,21.3,0.081,0.977,0.11,0.059,0.123,0.004,1,1,316,"100406","201293"
31568000,"7"," 9","14",0.597,"1",59,21.3,0.4429,0.977,0.11,0.059,0.123,0.004,2,3,316,"100406","201293"
23826000,"7"," 9","14",0.611,"1",59,21.3,0.4905,0.977,0.11,0.059,0.123,0.004,3,6,316,"100406","201293"
4943000,"1"," 9","14",0.583,"9",198,21.7,0.8381,4.771,0.123,0.071,0.139,0.005,1,1,479,"100189","200632"
10933000,"1"," 9","14",0.597,"9",198,21.7,1.8476,4.771,0.123,0.071,0.139,0.005,2,3,479,"100189","200632"
18994000,"1"," 9","14",0.611,"9",198,21.7,1.2333,4.771,0.123,0.071,0.139,0.005,3,6,479,"100189","200632"
4588000,"1"," 9","14",0.583,"9",238,21.7,0.8381,4.771,0.123,0.071,0.139,0.005,1,1,479,"100189","200638"
18349000,"1"," 9","14",0.597,"9",238,21.7,1.8476,4.771,0.123,0.071,0.139,0.005,2,3,479,"100189","200638"
19649000,"1"," 9","14",0.611,"9",238,21.7,1.2333,4.771,0.123,0.071,0.139,0.005,3,6,479,"100189","200638"
8096000,"1"," 9","14",0.583,"9",199,21.7,0.8381,4.771,0.123,0.071,0.139,0.005,1,1,479,"100190","200641"
9365000,"1"," 9","14",0.597,"9",199,21.7,1.8476,4.771,0.123,0.071,0.139,0.005,2,3,479,"100190","200641"
13652000,"1"," 9","14",0.611,"9",199,21.7,1.2333,4.771,0.123,0.071,0.139,0.005,3,6,479,"100190","200641"
3648000,"1"," 9","14",0.583,"9",229,21.7,0.8381,4.771,0.123,0.071,0.139,0.005,1,1,479,"100190","200642"
6536000,"1"," 9","14",0.597,"9",229,21.7,1.8476,4.771,0.123,0.071,0.139,0.005,2,3,479,"100190","200642"
11341000,"1"," 9","14",0.611,"9",229,21.7,1.2333,4.771,0.123,0.071,0.139,0.005,3,6,479,"100190","200642"
3165000,"1"," 9","14",0.583,"9",169,21.7,0.8381,4.771,0.123,0.071,0.139,0.005,1,1,479,"100190","200645"
11028000,"1"," 9","14",0.597,"9",169,21.7,1.8476,4.771,0.123,0.071,0.139,0.005,2,3,479,"100190","200645"
15202000,"1"," 9","14",0.611,"9",169,21.7,1.2333,4.771,0.123,0.071,0.139,0.005,3,6,479,"100190","200645"
13882000,"2"," 9","14",0.583,"1",199,21,0.001,0,0.138,0.134,0.227,0.007,1,1,473,"100272","200891"
42648000,"2"," 9","14",0.597,"1",199,21,0.001,0,0.138,0.134,0.227,0.007,2,3,473,"100272","200891"
49758000,"2"," 9","14",0.611,"1",199,21,0.1333,0,0.138,0.134,0.227,0.007,3,6,473,"100272","200891"
12622000,"3"," 9","14",0.583,"3",218,20.4,0.001,0,0.152,0.161,0.206,0.01,1,1,496,"100837","202467"
26873000,"3"," 9","14",0.597,"3",218,20.4,1.5714,0,0.152,0.161,0.206,0.01,2,3,496,"100837","202467"
37744000,"3"," 9","14",0.611,"3",218,20.4,1.319,0,0.152,0.161,0.206,0.01,3,6,496,"100837","202467"
1648000,"3"," 9","14",0.583,"3",208,20.4,0.001,0,0.152,0.161,0.206,0.01,1,1,496,"100837","202470"
4843000,"3"," 9","14",0.597,"3",208,20.4,1.5714,0,0.152,0.161,0.206,0.01,2,3,496,"100837","202470"
5665000,"3"," 9","14",0.611,"3",208,20.4,1.319,0,0.152,0.161,0.206,0.01,3,6,496,"100837","202470"
1574000,"3"," 9","14",0.583,"3",198,20.4,0.001,0,0.152,0.161,0.206,0.01,1,1,496,"100837","202473"
10720000,"3"," 9","14",0.597,"3",198,20.4,1.5714,0,0.152,0.161,0.206,0.01,2,3,496,"100837","202473"
5341000,"3"," 9","14",0.611,"3",198,20.4,1.319,0,0.152,0.161,0.206,0.01,3,6,496,"100837","202473"
16852000,"3"," 9","14",0.583,"3",208,20.4,0.001,0,0.152,0.161,0.206,0.01,1,1,496,"100837","202480"
20039000,"3"," 9","14",0.597,"3",208,20.4,1.5714,0,0.152,0.161,0.206,0.01,2,3,496,"100837","202480"
33613000,"3"," 9","14",0.611,"3",208,20.4,1.319,0,0.152,0.161,0.206,0.01,3,6,496,"100837","202480"
26441000,"4"," 9","14",0.583,"8",59.9,19.9,0.5286,0,0.155,0.146,0.193,0.012,1,1,404,"100558","201655"
38609000,"4"," 9","14",0.597,"8",59.9,19.9,0.001,0,0.155,0.146,0.193,0.012,2,3,404,"100558","201655"
48340000,"4"," 9","14",0.611,"8",59.9,19.9,0.3571,0,0.155,0.146,0.193,0.012,3,6,404,"100558","201655"
2297000,"5"," 9","14",0.583,"1",690,18,0.0545,0,0.165,0.14,0.213,0.009,1,1,415,"100063","200153"
12408000,"5"," 9","14",0.59,"1",690,18,0.0818,0,0.165,0.14,0.213,0.009,2,3,415,"100063","200153"
7709000,"5"," 9","14",0.597,"1",690,18,0.001,0,0.165,0.14,0.213,0.009,3,6,415,"100063","200153"
17913000,"5"," 9","14",0.604,"1",690,18,0.001,0,0.165,0.14,0.213,0.009,4,4,415,"100063","200153"
16901000,"5"," 9","14",0.611,"1",690,18,0.0455,0,0.165,0.14,0.213,0.009,5,2,415,"100063","200153"
31460000,"5"," 9","14",0.618,"1",690,18,0.001,0,0.165,0.14,0.213,0.009,6,5,415,"100063","200153"
31287000,"6"," 9","14",0.583,"9",299,18.3,0.2581,0,0.157,0.135,0.184,0.006,1,1,336,"100033","200049"
71474000,"6"," 9","14",0.604,"9",299,18.3,0.5613,0,0.157,0.135,0.184,0.006,2,3,336,"100033","200049"
16875000,"7"," 9","14",0.583,"3",119,17.6,0.2381,20.242,0.122,0.104,0.143,0.006,1,1,458,"100684","202034"
25701000,"7"," 9","14",0.597,"3",119,17.6,1.8714,20.242,0.122,0.104,0.143,0.006,2,3,458,"100684","202034"
32495000,"7"," 9","14",0.611,"3",119,17.6,1.0762,20.242,0.122,0.104,0.143,0.006,3,6,458,"100684","202034"
14989000,"7"," 9","14",0.583,"3",109,17.6,0.2381,20.242,0.122,0.104,0.143,0.006,1,1,458,"100684","202037"
27316000,"7"," 9","14",0.597,"3",109,17.6,1.8714,20.242,0.122,0.104,0.143,0.006,2,3,458,"100684","202037"
48768000,"7"," 9","14",0.611,"3",109,17.6,1.0762,20.242,0.122,0.104,0.143,0.006,3,6,458,"100684","202037"
45015000,"1"," 9","14",0.583,"4",55.9,17.1,0.2571,40.728,0.125,0.102,0.135,0.006,1,1,438,"100202","200685"
73616000,"1"," 9","14",0.597,"4",55.9,17.1,0.2714,40.728,0.125,0.102,0.135,0.006,2,3,438,"100202","200685"
93870000,"1"," 9","14",0.611,"4",55.9,17.1,0.5238,40.728,0.125,0.102,0.135,0.006,3,6,438,"100202","200685"
50000,"2"," 9","14",0.583,"9",259,17.2,0.001,12.286,0.147,0.176,0.218,0.007,1,1,406,"100845","202495"
3256000,"2"," 9","14",0.604,"9",259,17.2,0.0903,12.286,0.147,0.176,0.218,0.007,2,3,406,"100845","202495"
1641000,"2"," 9","14",0.583,"9",129,17.2,0.001,12.286,0.147,0.176,0.218,0.007,1,1,406,"100845","202496"
6880000,"2"," 9","14",0.604,"9",129,17.2,0.0903,12.286,0.147,0.176,0.218,0.007,2,3,406,"100845","202496"
3181000,"2"," 9","14",0.583,"9",169,17.2,0.001,12.286,0.147,0.176,0.218,0.007,1,1,406,"100845","202497"
7876000,"2"," 9","14",0.604,"9",169,17.2,0.0903,12.286,0.147,0.176,0.218,0.007,2,3,406,"100845","202497"
7076000,"2"," 9","14",0.583,"9",279,17.2,0.001,12.286,0.147,0.176,0.218,0.007,1,1,406,"100845","202498"
6950000,"2"," 9","14",0.604,"9",279,17.2,0.0903,12.286,0.147,0.176,0.218,0.007,2,3,406,"100845","202498"
4769000,"2"," 9","14",0.583,"9",259,17.2,0.001,12.286,0.147,0.176,0.218,0.007,1,1,406,"100845","202499"
7307000,"2"," 9","14",0.604,"9",259,17.2,0.0903,12.286,0.147,0.176,0.218,0.007,2,3,406,"100845","202499"
3698000,"2"," 9","14",0.583,"9",169,17.2,0.001,12.286,0.147,0.176,0.218,0.007,1,1,406,"100845","202502"
5769000,"2"," 9","14",0.604,"9",169,17.2,0.0903,12.286,0.147,0.176,0.218,0.007,2,3,406,"100845","202502"
987000,"2"," 9","14",0.583,"9",149,17.2,0.001,12.286,0.147,0.176,0.218,0.007,1,1,406,"100845","202503"
2279000,"2"," 9","14",0.604,"9",149,17.2,0.0903,12.286,0.147,0.176,0.218,0.007,2,3,406,"100845","202503"
1256000,"2"," 9","14",0.583,"9",199,17.2,0.001,12.286,0.147,0.176,0.218,0.007,1,1,406,"100845","202505"
3078000,"2"," 9","14",0.604,"9",199,17.2,0.0903,12.286,0.147,0.176,0.218,0.007,2,3,406,"100845","202505"
28032000,"3"," 9","14",0.583,"9",59.9,17.4,1.1476,0,0.133,0.166,0.214,0.008,1,1,434,"100753","202202"
