"total_revenue","day","month","time","con_time","category","price","precipitation","temp_diff","mean_temp","sell_sequence","rank_seq_mean","rank_brand"
6235000,"7"," 5","17",0.708333333,"6",509000,0,14,6,1,1,461
17637000,"7"," 5","17",0.722222222,"6",509000,0,14,6,2,3,461
26935000,"7"," 5","17",0.736111111,"6",509000,0,14,6,3,6,461
8398000,"6"," 6","15",0.625,"6",459000,0.1,10.5,22.2,1,1,461
22395000,"6"," 6","15",0.638888889,"6",459000,0.1,10.5,22.2,2,3,461
18622000,"6"," 6","15",0.652777778,"6",459000,0.1,10.5,22.2,3,6,461
1701000,"2"," 5","10",0.416666667,"6",809000,15.8,4.9,26.1,1,1,461
5023000,"2"," 5","10",0.430555556,"6",809000,0.4,10.8,25.1,2,3,461
8324000,"2"," 5","10",0.444444444,"6",809000,0.4,10.8,25.1,3,6,461
50000,"2"," 5","23",0.958333333,"6",809000,0.7,10.4,28.8,1,1,461
5023000,"2"," 5","23",0.972222222,"6",809000,5.7,9,27.6,2,3,461
6653000,"2"," 5","23",0.986111111,"6",809000,5.7,9,27.6,3,6,461
3372000,"4"," 5","19",0.791666667,"6",809000,16.3,5.1,2.9,1,1,461
9995000,"4"," 5","19",0.805555556,"6",809000,16.3,5.1,2.9,2,3,461
18228000,"4"," 5","19",0.819444444,"6",809000,0.4,8.4,7.1,3,6,461
50000,"6"," 5","14",0.583333333,"6",809000,65.1,3,17.5,1,1,461
8345000,"6"," 5","14",0.597222222,"6",809000,65.1,3,17.5,2,3,461
11625000,"6"," 5","14",0.611111111,"6",809000,0.1,11.8,21.6,3,6,461
5023000,"7"," 5","11",0.458333333,"6",809000,0.1,11.9,2.2,1,1,461
3351000,"7"," 5","11",0.472222222,"6",809000,0.1,11.9,2.2,2,3,461
11625000,"7"," 5","11",0.486111111,"6",809000,0.1,11.9,2.2,3,6,461
1701000,"1"," 5","19",0.791666667,"6",809000,0.1,7.1,-3.8,1,1,461
1701000,"1"," 5","19",0.805555556,"6",809000,0.1,7.1,-3.8,2,3,461
6673000,"1"," 5","19",0.819444444,"6",809000,11.9,4.8,23.4,3,6,461
50000,"5"," 5","22",0.916666667,"6",809000,0,11.3,1.4,1,1,461
9995000,"5"," 5","22",0.930555556,"6",809000,0,11.3,1.4,2,3,461
13255000,"5"," 5","22",0.944444444,"6",809000,0,11.3,1.4,3,6,461
1701000,"6"," 5","10",0.416666667,"6",809000,3.8,10.3,20.4,1,1,461
6653000,"6"," 5","10",0.430555556,"6",809000,0.1,10.9,20.2,2,3,461
14926000,"6"," 5","10",0.444444444,"6",809000,0.1,10.9,20.2,3,6,461
1701000,"6"," 5","22",0.930555556,"6",809000,0.1,10.9,20.2,4,4,461
3351000,"6"," 5","22",0.944444444,"6",809000,0.1,12.9,11.4,5,2,461
8303000,"6"," 5","23",0.958333333,"6",809000,0.1,12.9,11.4,6,5,461
1701000,"7"," 5","14",0.583333333,"6",809000,0.5,14.3,15.5,1,1,461
5002000,"7"," 5","14",0.597222222,"6",809000,0,8.1,12.8,2,3,461
1701000,"7"," 5","14",0.611111111,"6",809000,0,8.1,12.8,3,6,461
1701000,"4"," 5","22",0.916666667,"6",809000,0.1,11.7,15.9,1,1,461
14947000,"4"," 5","22",0.930555556,"6",809000,0,12.9,17.9,2,3,461
9995000,"4"," 5","22",0.944444444,"6",809000,0,12.9,17.9,3,6,461
3351000,"7"," 5","14",0.583333333,"6",809000,0,12.3,21.3,1,1,461
9975000,"7"," 5","14",0.597222222,"6",809000,0,12.3,21.3,2,3,461
11625000,"7"," 5","14",0.611111111,"6",809000,0,12.3,21.3,3,6,461
1701000,"7"," 5","22",0.916666667,"6",809000,0,8.7,19.3,4,4,461
3351000,"7"," 5","22",0.930555556,"6",809000,0,8.7,19.3,5,2,461
9975000,"7"," 5","22",0.944444444,"6",809000,0,8.7,19.3,6,5,461
3372000,"7"," 5","23",0.958333333,"6",809000,11.6,13,8.7,1,1,461
13255000,"1"," 5","23",0.972222222,"6",809000,11.6,13,8.7,1,1,461
6673000,"1"," 5","23",0.986111111,"6",809000,11.6,13,8.7,2,3,461
1701000,"4"," 5","23",0.958333333,"6",809000,0,10.9,3.9,1,1,461
50000,"4"," 5","23",0.972222222,"6",809000,0,10.9,3.9,2,3,461
3351000,"4"," 5","23",0.986111111,"6",809000,0,14.2,5.2,3,6,461
5002000,"7"," 5","21",0.888888889,"6",809000,23.2,10.6,9.3,1,1,461
5002000,"7"," 5","21",0.902777778,"6",809000,23.2,10.6,9.3,2,3,461
11625000,"7"," 5","22",0.916666667,"6",809000,23.2,10.6,9.3,3,6,461
1701000,"7"," 5","17",0.708333333,"6",809000,0,12.4,8.7,1,1,461
3351000,"7"," 5","17",0.722222222,"6",809000,0,12.4,8.7,2,3,461
9954000,"7"," 5","17",0.736111111,"6",809000,0,12.4,8.7,3,6,461
50000,"6"," 6","15",0.625,"6",759000,0.1,10.5,22.2,1,1,461
1618000,"6"," 6","15",0.638888889,"6",759000,28.9,7.6,22,2,3,461
3145000,"6"," 6","15",0.652777778,"6",759000,28.9,7.6,22,3,6,461
4279000,"6","11","23",0.972222222,"9",178000,0.5,4.9,26.8,1,1,417
11055000,"6","11","23",0.986111111,"9",178000,0.5,4.9,26.8,2,3,417
17570000,"7","11"," 0",0,"9",178000,0,14.8,5,1,1,417
4266000,"6","11","23",0.972222222,"9",178000,10.9,4.9,26.9,1,1,417
15991000,"6","11","23",0.986111111,"9",178000,10.9,4.9,26.9,2,3,417
25864000,"7","11"," 0",0,"9",178000,0,14.8,5,1,1,417
4050000,"7"," 7"," 1",0.041666667,"9",178000,0.1,9.8,4.2,1,1,417
4525000,"7"," 7"," 1",0.055555556,"9",178000,0.1,13.7,3,2,3,417
10520000,"7"," 7"," 1",0.069444444,"9",178000,0.1,13.7,3,3,6,417
4548000,"6"," 7"," 0",0,"9",178000,1.2,10.3,13.3,1,1,417
14967000,"6"," 7"," 0",0.013888889,"9",178000,1.2,10.3,13.3,2,3,417
16426000,"6"," 7"," 0",0.027777778,"9",178000,0,12.2,15.1,3,6,417
548000,"4"," 7"," 1",0.041666667,"9",178000,0.1,10.1,3,1,1,417
5072000,"4"," 7"," 1",0.055555556,"9",178000,0.1,10.1,3,2,3,417
8561000,"4"," 7"," 1",0.069444444,"9",178000,0.1,10.1,3,3,6,417
5023000,"2"," 7"," 0",0.013888889,"9",178000,5.6,4.9,20.8,1,1,417
14985000,"2"," 7"," 0",0.027777778,"9",178000,5.6,4.9,20.8,2,3,417
16807000,"2"," 7"," 1",0.041666667,"9",178000,5.6,4.9,20.8,3,6,417
3516000,"6"," 7","23",0.958333333,"9",178000,0,17.3,11.1,1,1,417
15989000,"6"," 7","23",0.972222222,"9",178000,0,17.3,11.1,2,3,417
15528000,"6"," 7","23",0.986111111,"9",178000,0,19,14.2,3,6,417
4027000,"2"," 7","23",0.972222222,"9",178000,0,8.1,12.8,1,1,417
13968000,"2"," 7","23",0.986111111,"9",178000,0,8.1,12.8,2,3,417
10422000,"3"," 7"," 0",0,"9",178000,11.4,6,21.6,1,1,417
7551000,"1"," 8","23",0.972222222,"9",178000,25.2,7.3,25.8,1,1,417
16523000,"1"," 8","23",0.986111111,"9",178000,25.2,7.3,25.8,2,3,417
26033000,"3"," 9"," 0",0,"9",178000,0,11,2.1,1,1,417
2666000,"3"," 9"," 1",0.041666667,"9",178000,0,11.8,3.1,1,1,417
9934000,"3"," 9"," 1",0.055555556,"9",178000,0,10.6,-0.4,2,3,417
7863000,"3"," 9"," 1",0.069444444,"9",178000,0,10.6,-0.4,3,6,417
5230000,"2"," 9","23",0.958333333,"9",178000,0,12.2,2.6,1,1,417
9469000,"2"," 9","23",0.972222222,"9",178000,0,12.2,2.6,2,3,417
21485000,"2"," 9","23",0.986111111,"9",178000,0,12.2,2.6,3,6,417
3740000,"7"," 9"," 0",0,"9",178000,0.1,8.4,1,1,1,417
10013000,"7"," 9"," 0",0.013888889,"9",178000,0,14.5,9.3,2,3,417
16890000,"7"," 9"," 0",0.027777778,"9",178000,0,14.5,9.3,3,6,417
4250000,"5"," 9"," 0",0,"9",178000,12.8,7.2,5.6,1,1,417
8342000,"5"," 9"," 0",0.013888889,"9",178000,12.8,7.2,5.6,2,3,417
20863000,"5"," 9"," 0",0.027777778,"9",178000,12.8,7.2,5.6,3,6,417
5296000,"6"," 9"," 0",0,"9",178000,0,12.2,15.1,1,1,417
13186000,"6"," 9"," 0",0.013888889,"9",178000,0,13.5,15.3,2,3,417
17846000,"6"," 9"," 0",0.027777778,"9",178000,0,13.5,15.3,3,6,417
2193000,"6","10"," 1",0.041666667,"9",178000,0,14.2,5.2,1,1,417
8072000,"6","10"," 1",0.055555556,"9",178000,0.2,9.7,5.8,2,3,417
12969000,"6","10"," 1",0.069444444,"9",178000,0.2,9.7,5.8,3,6,417
2193000,"1","10"," 1",0.041666667,"9",178000,0,9.9,18,1,1,417
4885000,"1","10"," 1",0.055555556,"9",178000,0,9.9,18,2,3,417
7003000,"1","10"," 1",0.069444444,"9",178000,0,9.9,18,3,6,417
3228000,"7","10","23",0.958333333,"9",178000,0.1,11.2,22.5,1,1,417
19929000,"7","10","23",0.972222222,"9",178000,0.1,11.2,22.5,2,3,417
19883000,"7","10","23",0.986111111,"9",178000,0.1,11.2,22.5,3,6,417
1645000,"4","11"," 1",0.055555556,"9",178000,6,7,28.4,1,1,417
9172000,"4","11"," 1",0.069444444,"9",178000,6,7,28.4,2,3,417
10141000,"4","11"," 2",0.083333333,"9",178000,0.6,10.3,28.4,3,6,417
6418000,"2","11","23",0.972222222,"9",178000,0,9.7,25.3,1,1,417
13400000,"2","11","23",0.986111111,"9",178000,0.2,9.2,26,2,3,417
15896000,"3","11"," 0",0,"9",178000,0.3,10.9,21.6,1,1,417
6503000,"7"," 7"," 1",0.041666667,"9",178000,0.1,13.7,3,1,1,417
9940000,"7"," 7"," 1",0.055555556,"9",178000,0,13.9,4.7,2,3,417
15847000,"7"," 7"," 1",0.069444444,"9",178000,0,13.9,4.7,3,6,417
8021000,"6"," 7"," 0",0,"9",178000,0,12.2,15.1,1,1,417
21841000,"6"," 7"," 0",0.013888889,"9",178000,0,12.2,15.1,2,3,417
29063000,"6"," 7"," 0",0.027777778,"9",178000,0,12.4,0.5,3,6,417
5018000,"4"," 7"," 1",0.041666667,"9",178000,12.5,3.4,6.3,1,1,417
13074000,"4"," 7"," 1",0.055555556,"9",178000,12.5,3.4,6.3,2,3,417
14949000,"4"," 7"," 1",0.069444444,"9",178000,12.5,3.4,6.3,3,6,417
5494000,"2"," 7"," 0",0.013888889,"9",178000,0,12.5,21,1,1,417
27852000,"2"," 7"," 0",0.027777778,"9",178000,0,12.5,21,2,3,417
41216000,"2"," 7"," 1",0.041666667,"9",178000,0,12.5,21,3,6,417
7969000,"6"," 7","23",0.958333333,"9",178000,0,19,14.2,1,1,417
24410000,"6"," 7","23",0.972222222,"9",178000,0,19,14.2,2,3,417
32250000,"6"," 7","23",0.986111111,"9",178000,0,13.2,15.3,3,6,417
13516000,"2"," 7","23",0.972222222,"9",178000,0.1,13.9,14.7,1,1,417
37024000,"2"," 7","23",0.986111111,"9",178000,0.1,13.9,14.7,2,3,417
52423000,"3"," 7"," 0",0,"9",178000,0.8,6.7,24.6,1,1,417
7047000,"1"," 8","23",0.972222222,"9",178000,0,8.7,22.8,1,1,417
23624000,"1"," 8","23",0.986111111,"9",178000,0,8.7,22.8,2,3,417
35389000,"3"," 9"," 0",0,"9",178000,0,11,2.1,1,1,417
9992000,"3"," 9"," 1",0.041666667,"9",178000,0,10.6,-0.4,1,1,417
17186000,"3"," 9"," 1",0.055555556,"9",178000,0,13.2,3.5,2,3,417
11914000,"3"," 9"," 1",0.069444444,"9",178000,0,13.2,3.5,3,6,417
8365000,"2"," 9","23",0.958333333,"9",178000,0,12.2,2.6,1,1,417
25334000,"2"," 9","23",0.972222222,"9",178000,0,12.2,2.6,2,3,417
31093000,"2"," 9","23",0.986111111,"9",178000,0,12.2,2.6,3,6,417
8860000,"7"," 9"," 0",0,"9",178000,0,14.5,9.3,1,1,417
20242000,"7"," 9"," 0",0.013888889,"9",178000,1.2,12.2,12.8,2,3,417
21883000,"7"," 9"," 0",0.027777778,"9",178000,1.2,12.2,12.8,3,6,417
6863000,"5"," 9"," 0",0,"9",178000,0,14.1,5.6,1,1,417
23867000,"5"," 9"," 0",0.013888889,"9",178000,0,14.1,5.6,2,3,417
24376000,"5"," 9"," 0",0.027777778,"9",178000,0,14.1,5.6,3,6,417
8844000,"6"," 9"," 0",0,"9",178000,0,13.5,15.3,1,1,417
24994000,"6"," 9"," 0",0.013888889,"9",178000,0,8.1,12.8,2,3,417
28303000,"6"," 9"," 0",0.027777778,"9",178000,0,8.1,12.8,3,6,417
4800000,"6","10"," 1",0.041666667,"9",178000,0.2,9.7,5.8,1,1,417
11728000,"6","10"," 1",0.055555556,"9",178000,0,12,6.6,2,3,417
17143000,"6","10"," 1",0.069444444,"9",178000,0,12,6.6,3,6,417
6376000,"1","10"," 1",0.041666667,"9",178000,0.2,11,16.2,1,1,417
10795000,"1","10"," 1",0.055555556,"9",178000,0.2,11,16.2,2,3,417
15516000,"1","10"," 1",0.069444444,"9",178000,0.2,11,16.2,3,6,417
13800000,"7","10","23",0.958333333,"9",178000,33.1,6.4,21.1,1,1,417
22673000,"7","10","23",0.972222222,"9",178000,33.1,6.4,21.1,2,3,417
34136000,"7","10","23",0.986111111,"9",178000,33.1,6.4,21.1,3,6,417
10666000,"4","11"," 1",0.055555556,"9",178000,0.6,10.3,28.4,1,1,417
11046000,"4","11"," 1",0.069444444,"9",178000,0.6,10.3,28.4,2,3,417
14821000,"4","11"," 2",0.083333333,"9",178000,0.1,9.4,28.3,3,6,417
10649000,"2","11","23",0.972222222,"9",178000,0.2,9.2,26,1,1,417
17041000,"2","11","23",0.986111111,"9",178000,25.2,7.3,25.8,2,3,417
26335000,"3","11"," 0",0,"9",178000,0.3,10.9,21.6,1,1,417
689000,"2"," 8"," 0",0.013888889,"9",119000,0.1,10,0.9,1,1,248
3214000,"2"," 8"," 0",0.027777778,"9",119000,0.1,10,0.9,2,3,248
3837000,"2"," 8"," 1",0.041666667,"9",119000,0,9.4,0.4,3,6,248
6826000,"2"," 8"," 0",0.013888889,"9",99000,0,9.4,0.4,1,1,248
16762000,"2"," 8"," 0",0.027777778,"9",99000,0.2,11.3,12.5,2,3,248
27778000,"2"," 8"," 1",0.041666667,"9",99000,0.2,11.3,12.5,3,6,248
1891000,"6"," 3"," 1",0.041666667,"9",129000,0,10.1,23.1,1,1,248
8461000,"6"," 3"," 1",0.055555556,"9",129000,0,10.1,23.1,2,3,248
6572000,"6"," 3"," 1",0.069444444,"9",129000,0,10.1,23.1,3,6,248
2981000,"4"," 4"," 1",0.041666667,"9",129000,15.5,5.7,27.7,1,1,248
4130000,"4"," 4"," 1",0.055555556,"9",129000,15.5,5.7,27.7,2,3,248
4781000,"4"," 4"," 1",0.069444444,"9",129000,15.5,5.7,27.7,3,6,248
1535000,"4"," 4"," 1",0.041666667,"9",129000,0,14.2,23.1,1,1,248
1494000,"4"," 4"," 1",0.055555556,"9",129000,2.3,7.9,20.2,2,3,248
1903000,"4"," 4"," 1",0.069444444,"9",129000,2.3,7.9,20.2,3,6,248
6857000,"7"," 1"," 1",0.041666667,"9",139000,0,10.3,21.7,1,1,342
15561000,"7"," 1"," 1",0.055555556,"9",139000,0,10.3,21.7,2,3,342
8495000,"7"," 1"," 1",0.069444444,"9",139000,0,10.3,21.7,3,6,342
2577000,"4"," 1"," 1",0.041666667,"9",139000,2.2,8.6,8.3,1,1,342
8080000,"4"," 1"," 1",0.055555556,"9",139000,2.2,8.6,8.3,2,3,342
9198000,"4"," 1"," 1",0.069444444,"9",139000,0.1,8.8,0.2,3,6,342
9312000,"7"," 1"," 8",0.333333333,"9",139000,0.7,7.8,28.4,1,1,342
13359000,"7"," 1"," 8",0.347222222,"9",139000,0.7,7.8,28.4,2,3,342
28276000,"7"," 1"," 8",0.361111111,"9",139000,3.2,7.1,18.9,3,6,342
1296000,"3"," 1"," 7",0.291666667,"9",139000,0,11.3,1.4,1,1,342
7433000,"3"," 1"," 7",0.305555556,"9",139000,0,11.3,1.4,2,3,342
10187000,"3"," 1"," 7",0.319444444,"9",139000,0,11.3,1.4,3,6,342
5521000,"7"," 1","23",0.958333333,"9",139000,0.9,9.7,5,1,1,342
13581000,"7"," 1","23",0.972222222,"9",139000,0.2,8.6,22.6,2,3,342
8457000,"7"," 1","23",0.986111111,"9",139000,0.2,8.6,22.6,3,6,342
6006000,"1"," 1"," 9",0.375,"9",139000,12,8.2,23.8,1,1,342
12332000,"1"," 1"," 9",0.388888889,"9",139000,12,8.2,23.8,2,3,342
15664000,"1"," 1"," 9",0.402777778,"9",139000,0,12.8,24.4,3,6,342
3477000,"7"," 2"," 1",0.041666667,"9",139000,1,9.6,8.8,1,1,342
12130000,"7"," 2"," 1",0.055555556,"9",139000,1,9.6,8.8,2,3,342
3905000,"7"," 2"," 1",0.069444444,"9",139000,1,9.6,8.8,3,6,342
2387000,"6"," 3"," 1",0.041666667,"9",139000,31.7,4.2,21.6,1,1,342
7079000,"6"," 3"," 1",0.055555556,"9",139000,31.7,4.2,21.6,2,3,342
6005000,"6"," 3"," 1",0.069444444,"9",139000,31.7,4.2,21.6,3,6,342
3421000,"1"," 1"," 1",0.041666667,"9",139000,1.8,8.1,22.5,1,1,378
6334000,"1"," 1"," 1",0.055555556,"9",139000,1.8,8.1,22.5,2,3,378
6723000,"1"," 1"," 1",0.069444444,"9",139000,0.3,9.8,21.2,3,6,378
7251000,"1"," 1"," 9",0.375,"9",139000,0.3,9.8,21.2,4,4,378
13624000,"1"," 1"," 9",0.388888889,"9",139000,1.1,9.1,12.1,5,2,378
17718000,"1"," 1"," 9",0.402777778,"9",139000,1.1,9.1,12.1,6,5,378
1334000,"6"," 1"," 1",0.041666667,"9",139000,12.3,6.5,25.8,1,1,378
4321000,"6"," 1"," 1",0.055555556,"9",139000,12.3,6.5,25.8,2,3,378
4256000,"6"," 1"," 1",0.069444444,"9",139000,0.4,8.1,18.1,3,6,378
1726000,"6"," 1"," 1",0.041666667,"9",139000,0,15.4,6.9,1,1,378
6338000,"6"," 1"," 1",0.055555556,"9",139000,0,13.2,8.2,2,3,378
7272000,"6"," 1"," 1",0.069444444,"9",139000,0,13.2,8.2,3,6,378
1758000,"3"," 1"," 1",0.041666667,"9",139000,0,12,15.4,1,1,378
4602000,"3"," 1"," 1",0.055555556,"9",139000,0,15.8,16,2,3,378
5084000,"3"," 1"," 1",0.069444444,"9",139000,0,15.8,16,3,6,378
3003000,"6"," 2"," 1",0.041666667,"9",139000,6.3,4,9.4,1,1,378
7707000,"6"," 2"," 1",0.055555556,"9",139000,6.3,4,9.4,2,3,378
4754000,"6"," 2"," 1",0.069444444,"9",139000,0.5,8.4,22.6,3,6,378
3046000,"3"," 2","13",0.541666667,"9",139000,0,13.4,4.7,1,1,378
13111000,"3"," 2","13",0.555555556,"9",139000,0,13.4,4.7,2,3,378
13546000,"3"," 2","13",0.569444444,"9",139000,0,13.4,4.7,3,6,378
1765000,"2"," 2"," 1",0.041666667,"9",139000,0.5,4.9,26.8,1,1,378
2190000,"2"," 2"," 1",0.055555556,"9",139000,10.9,4.9,26.9,2,3,378
8502000,"2"," 2"," 1",0.069444444,"9",139000,10.9,4.9,26.9,3,6,378
2621000,"7"," 2"," 0",0,"9",139000,1.5,8.9,19.7,1,1,378
10620000,"7"," 2"," 0",0.013888889,"9",139000,1.5,8.9,19.7,2,3,378
9337000,"7"," 2"," 0",0.027777778,"9",139000,1.5,8.9,19.7,3,6,378
3049000,"2"," 2"," 1",0.041666667,"9",139000,0.1,13.7,23.2,1,1,378
3428000,"2"," 2"," 1",0.055555556,"9",139000,0.1,13.7,23.2,2,3,378
5068000,"2"," 2"," 1",0.069444444,"9",139000,0.1,13.7,23.2,3,6,378
2193000,"3"," 2"," 1",0.041666667,"9",139000,0,11,2.6,1,1,378
3046000,"3"," 2"," 1",0.055555556,"9",139000,0,11,2.6,2,3,378
1762000,"3"," 2"," 1",0.069444444,"9",139000,0,13.5,15.3,3,6,378
7508000,"6"," 3"," 1",0.041666667,"9",119000,0.2,8.4,23.5,1,1,248
8502000,"6"," 3"," 1",0.055555556,"9",119000,0.2,8.4,23.5,2,3,248
8875000,"6"," 3"," 1",0.069444444,"9",119000,0.2,8.4,23.5,3,6,248
4492000,"4"," 4"," 1",0.041666667,"9",119000,1.9,7.4,26.4,1,1,248
8206000,"4"," 4"," 1",0.055555556,"9",119000,1.9,7.4,26.4,2,3,248
6798000,"4"," 4"," 1",0.069444444,"9",119000,1.9,7.4,26.4,3,6,248
2100000,"4"," 4"," 1",0.041666667,"9",119000,2.3,7.9,20.2,1,1,248
5738000,"4"," 4"," 1",0.055555556,"9",119000,2.1,8.9,21.3,2,3,248
9103000,"4"," 4"," 1",0.069444444,"9",119000,2.1,8.9,21.3,3,6,248
15067000,"7"," 1"," 1",0.041666667,"9",129000,0,12.3,21.3,1,1,342
30116000,"7"," 1"," 1",0.055555556,"9",129000,0,12.3,21.3,2,3,342
20633000,"7"," 1"," 1",0.069444444,"9",129000,0,12.3,21.3,3,6,342
5203000,"4"," 1"," 1",0.041666667,"9",129000,0.1,8.8,0.2,1,1,342
13466000,"4"," 1"," 1",0.055555556,"9",129000,0,11,2.1,2,3,342
11342000,"4"," 1"," 1",0.069444444,"9",129000,0,11,2.1,3,6,342
10252000,"7"," 1"," 8",0.333333333,"9",129000,3.2,7.1,18.9,1,1,342
30805000,"7"," 1"," 8",0.347222222,"9",129000,0,12.3,25.1,2,3,342
61780000,"7"," 1"," 8",0.361111111,"9",129000,0,12.3,25.1,3,6,342
6666000,"3"," 1"," 7",0.291666667,"9",129000,0.2,11.5,6.9,1,1,342
13403000,"3"," 1"," 7",0.305555556,"9",129000,0.2,11.5,6.9,2,3,342
20373000,"3"," 1"," 7",0.319444444,"9",129000,0.2,11.5,6.9,3,6,342
14716000,"7"," 1","23",0.958333333,"9",129000,0.2,8.6,22.6,1,1,342
25805000,"7"," 1","23",0.972222222,"9",129000,13.9,6.4,25.2,2,3,342
21653000,"7"," 1","23",0.986111111,"9",129000,13.9,6.4,25.2,3,6,342
12650000,"1"," 1"," 9",0.375,"9",129000,0,12.8,24.4,1,1,342
22819000,"1"," 1"," 9",0.388888889,"9",129000,0,12.8,24.4,2,3,342
32676000,"1"," 1"," 9",0.402777778,"9",129000,0,12.8,24.4,3,6,342
6808000,"7"," 2"," 1",0.041666667,"9",129000,0,15.8,6.1,1,1,342
13885000,"7"," 2"," 1",0.055555556,"9",129000,0,15.8,6.1,2,3,342
22062000,"7"," 2"," 1",0.069444444,"9",129000,0,15.8,6.1,3,6,342
7040000,"6"," 3"," 1",0.041666667,"9",129000,0.4,7,23.2,1,1,342
4434000,"6"," 3"," 1",0.055555556,"9",129000,0.4,7,23.2,2,3,342
10651000,"6"," 3"," 1",0.069444444,"9",129000,0.4,7,23.2,3,6,342
5995000,"1"," 1"," 1",0.041666667,"9",129000,8,7.5,28.3,1,1,378
12625000,"1"," 1"," 1",0.055555556,"9",129000,8,7.5,28.3,2,3,378
11386000,"1"," 1"," 1",0.069444444,"9",129000,8,7.5,28.3,3,6,378
11693000,"1"," 1"," 9",0.375,"9",129000,0,17.7,17.6,4,4,378
25932000,"1"," 1"," 9",0.388888889,"9",129000,0,17.7,17.6,5,2,378
30230000,"1"," 1"," 9",0.402777778,"9",129000,0,17.7,17.6,6,5,378
2823000,"6"," 1"," 1",0.041666667,"9",129000,0.4,8.1,18.1,1,1,378
8656000,"6"," 1"," 1",0.055555556,"9",129000,0.4,8.1,18.1,2,3,378
8215000,"6"," 1"," 1",0.069444444,"9",129000,0,13.1,11.3,3,6,378
2753000,"6"," 1"," 1",0.041666667,"9",129000,0,13.2,8.2,1,1,378
9752000,"6"," 1"," 1",0.055555556,"9",129000,7.9,8.1,7.8,2,3,378
9440000,"6"," 1"," 1",0.069444444,"9",129000,7.9,8.1,7.8,3,6,378
5921000,"3"," 1"," 1",0.041666667,"9",129000,0.1,12,14,1,1,378
9852000,"3"," 1"," 1",0.055555556,"9",129000,0.1,12,14,2,3,378
9787000,"3"," 1"," 1",0.069444444,"9",129000,0,13,17.1,3,6,378
4343000,"6"," 2"," 1",0.041666667,"9",129000,0.5,8.4,22.6,1,1,378
7168000,"6"," 2"," 1",0.055555556,"9",129000,1.6,7.7,23.3,2,3,378
6790000,"6"," 2"," 1",0.069444444,"9",129000,1.6,7.7,23.3,3,6,378
8396000,"3"," 2","13",0.541666667,"9",129000,0.6,9.5,10.6,1,1,378
22772000,"3"," 2","13",0.555555556,"9",129000,0.6,9.5,10.6,2,3,378
26983000,"3"," 2","13",0.569444444,"9",129000,0.6,9.5,10.6,3,6,378
3976000,"2"," 2"," 1",0.041666667,"9",129000,10.9,4.9,26.9,1,1,378
7115000,"2"," 2"," 1",0.055555556,"9",129000,0.1,7.8,27.8,2,3,378
10700000,"2"," 2"," 1",0.069444444,"9",129000,0.1,7.8,27.8,3,6,378
8787000,"7"," 2"," 0",0,"9",129000,3.8,10.3,20.4,1,1,378
17009000,"7"," 2"," 0",0.013888889,"9",129000,3.8,10.3,20.4,2,3,378
23155000,"7"," 2"," 0",0.027777778,"9",129000,3.8,10.3,20.4,3,6,378
5571000,"2"," 2"," 1",0.041666667,"9",129000,0,11.2,17.8,1,1,378
6008000,"2"," 2"," 1",0.055555556,"9",129000,0,11.2,17.8,2,3,378
7953000,"2"," 2"," 1",0.069444444,"9",129000,0,11.2,17.8,3,6,378
5214000,"3"," 2"," 1",0.041666667,"9",129000,0,13.5,15.3,1,1,378
6287000,"3"," 2"," 1",0.055555556,"9",129000,0,13.5,15.3,2,3,378
8387000,"3"," 2"," 1",0.069444444,"9",129000,0,11,2.6,3,6,378
8082000,"5"," 1"," 6",0.25,"3",39900,0,14.4,13.3,1,1,319
14136000,"5"," 1"," 6",0.263888889,"3",39900,0,14.4,13.3,2,3,319
23430000,"5"," 1"," 6",0.277777778,"3",39900,0,14.4,13.3,3,6,319
12456000,"2"," 2"," 7",0.291666667,"3",39900,0,12.9,18.9,1,1,319
19959000,"2"," 2"," 7",0.305555556,"3",39900,0,12.9,18.9,2,3,319
28713000,"2"," 2"," 7",0.319444444,"3",39900,0,12.9,18.9,3,6,319
9104000,"2"," 2"," 6",0.25,"3",39900,0.1,12.7,1.6,1,1,319
10552000,"2"," 2"," 6",0.263888889,"3",39900,0.1,12.7,1.6,2,3,319
13432000,"2"," 2"," 6",0.277777778,"3",39900,2.2,8.6,8.3,3,6,319
24929000,"6"," 3","12",0.5,"3",39900,0,14.2,20.6,1,1,319
41196000,"6"," 3","12",0.513888889,"3",39900,24.2,4.6,18.6,2,3,319
40316000,"6"," 3","12",0.527777778,"3",39900,24.2,4.6,18.6,3,6,319
9051000,"4"," 3"," 6",0.25,"3",39900,2.4,7.8,3,1,1,319
11011000,"4"," 3"," 6",0.263888889,"3",39900,2.4,7.8,3,2,3,319
23234000,"4"," 3"," 6",0.277777778,"3",39900,0.1,10,0.9,3,6,319
6932000,"5"," 3"," 6",0.25,"3",39900,0,14.9,18.4,1,1,319
11604000,"5"," 3"," 6",0.263888889,"3",39900,0,13,20.3,2,3,319
19475000,"5"," 3"," 6",0.277777778,"3",39900,0,13,20.3,3,6,319
18946000,"5"," 3"," 9",0.375,"3",39900,2.8,11,12.5,1,1,319
27556000,"5"," 3"," 9",0.388888889,"3",39900,0,14,11.8,2,3,319
33742000,"5"," 3"," 9",0.402777778,"3",39900,0,14,11.8,3,6,319
7229000,"2"," 3"," 6",0.25,"3",39900,0,13.1,17.9,1,1,319
